ticker,tipo_activo,dollar_volume_promedio
ALSN,equity,116408296.85334325
GKOS,equity,116391432.09139228
BMRN,equity,116270771.09000568
FBIN,equity,116230059.95629174
UMAC,equity,115977672.2417851
CNM,equity,115836486.19303846
RUN,equity,115782566.97990432
KIM,equity,115419753.66429487
CPT,equity,115145799.38671851
BBWI,equity,115010214.07523118
MANH,equity,114997763.14421543
MKTX,equity,114590922.72981724
JEF,equity,114561956.10577948
DXYZ,equity,114468849.98688234
BNTX,equity,114304104.13623957
MT,equity,114269263.71125297
CCK,equity,114028003.80787364
FRMI,equity,113522953.47328396
BRKR,equity,113348213.44139004
IBRX,equity,112893635.05869219
AAON,equity,112751465.32573582
EWBC,equity,112664946.55851497
DEO,equity,112653860.88446547
DTM,equity,112625551.15997528
TKR,equity,112284060.36415644
GLPI,equity,112209500.44228446
BOOT,equity,112104918.6771433
ALGM,equity,111998900.55086088
CAKE,equity,111337531.93493758
CE,equity,111098169.52256078
INOD,equity,110973940.11201675
CENX,equity,110783743.38016753
LNTH,equity,110698355.545789
FRO,equity,110659584.7099008
IAG,equity,110600820.1923292
LBRT,equity,110012812.47330226
MYRG,equity,109941718.16114558
SOLV,equity,109790742.33776583
HRL,equity,109612990.88407853
HNGE,equity,109405809.58581288
NDSN,equity,109018592.73136091
IDCC,equity,108845974.94737493
KGS,equity,108796401.89095289
REG,equity,108628285.74147388
LGN,equity,108409940.37659205
NTES,equity,108388427.85660261
QRVO,equity,108258380.01095653
ACI,equity,108123592.9842881
RPM,equity,108059291.15305938
PSKY,equity,107972224.53128473
LOGI,equity,107510384.36929995
XPEV,equity,107319337.9708898
KRYS,equity,106985543.14718273
CTRE,equity,106982921.95019129
DBX,equity,106941493.5656642
LYG,equity,106680564.30399944
SPHR,equity,106540905.77864265
PURR,equity,106506825.60235691
VSEC,equity,106380025.01055613
LTH,equity,105257382.135192
HLI,equity,105037724.95156527
PTCT,equity,104844760.62762806
VMI,equity,104705899.24347734
HSIC,equity,104465820.97323158
MTN,equity,104377185.25942402
UCTT,equity,103797872.55928707
ARCC,equity,103716153.81865953
ESLT,equity,103702220.71438742
EHC,equity,103546278.03411359
ORA,equity,103062477.06096514
BSP,equity,102941229.49620073
SARO,equity,102848291.65200606
MTDR,equity,102738765.80125085
AMG,equity,102618735.918293
MHK,equity,102458833.5771877
WLK,equity,102231923.12412727
OSK,equity,102140356.57826588
SSRM,equity,102084974.83054961
LUMN,equity,102080026.94093716
ALM,equity,101915110.7501952
RNR,equity,101760254.30259621
UBS,equity,101660966.75377882
GSAT,equity,101277534.57623005
WH,equity,101190148.21914223
LCID,equity,101039662.68538259
FNB,equity,100706832.48552355
LQDA,equity,100675707.82224162
PTEN,equity,100665980.02193758
TXG,equity,100610789.26542078
BXP,equity,100608629.55725521
ARE,equity,100580346.94147196
LECO,equity,100322272.89380403
AOS,equity,100045617.31824055
ACMR,equity,100033267.0381194
FRT,equity,99926991.2749493
AVT,equity,99891615.67965852
SCI,equity,99883478.09387118
SMCIP,equity,99857797.69182573
ZION,equity,99853974.74213143
ENSG,equity,99814185.04394865
EGO,equity,99786917.02770591
TENB,equity,99699467.30563289
TGTX,equity,99539416.05814989
TTAN,equity,99339071.18778679
TME,equity,99055366.49220419
KVYO,equity,99038433.79782529
BIO,equity,99024065.01134062
GVA,equity,98756883.6433219
MAIR,equity,98697567.87650408
COKE,equity,98611595.42950058
SF,equity,98566392.63750653
AAP,equity,98134606.09910122
IBP,equity,98082056.48375459
QGEN,equity,97862867.46337041
HXL,equity,97625650.87518464
SYNA,equity,97464522.66101359
WEN,equity,97455800.53959389
GFL,equity,97205749.20563376
WEX,equity,97088386.73209572
AIZ,equity,96799656.97379036
WPC,equity,96551595.50846922
CRUS,equity,96551380.02089573
ORKA,equity,96240880.25722829
CHE,equity,96233622.41924907
DOCS,equity,96075463.65496007
DNN,equity,96029870.70140213
TTEK,equity,95952255.48675129
FER,equity,95831358.63036932
BILL,equity,95783826.13070063
WTS,equity,95754237.99319008
VOYA,equity,95719548.71559846
CR,equity,95698501.04904127
AMBA,equity,95694100.19301482
VNOM,equity,95691213.58993918
TMDX,equity,95645041.12346482
KNSL,equity,95454843.85595988
XP,equity,95316488.99623054
OHI,equity,95057710.87586029
SYRE,equity,94969253.76679555
TS,equity,94828205.90559244
URBN,equity,94646762.6233679
LW,equity,94554365.33222316
AVTR,equity,94454144.50782979
MPLX,equity,94359417.98797505
BIRK,equity,93927163.8705346
ENS,equity,93877008.0373871
ELS,equity,93734086.70866579
JMKE,equity,93728278.98743409
EMBJ,equity,93693944.96780644
FRPT,equity,93606084.25004292
LAD,equity,93258601.88069047
RELX,equity,93211498.74841063
LASR,equity,93144791.75067145
ADC,equity,93137975.36396873
QLYS,equity,93105664.70624328
MGY,equity,93064084.02189074
KLAR,equity,93037740.55669013
GL,equity,93034682.24541941
LMND,equity,92895638.64024116
CVLT,equity,92767762.12515163
IRDM,equity,92655934.79673398
CRSP,equity,92400333.50657105
NGG,equity,92110682.82594891
CRML,equity,92025355.66424511
ONC,equity,91745093.23883624
BSY,equity,91673361.69643846
TVTX,equity,91363889.20643598
EMN,equity,91292578.2093367
ALHC,equity,91242139.28011617
AGCO,equity,90866794.27717863
VLY,equity,90736232.02974169
BULL,equity,90589260.57716517
SQM,equity,90457953.6984723
SITE,equity,90389955.44988884
DB,equity,90308010.250386
LAMR,equity,90305610.43005134
NEU,equity,90153710.65757574
WAL,equity,89827277.93223786
AEO,equity,89766934.13855521
MIRM,equity,89635874.46263206
PCTY,equity,89437390.28174365
ONB,equity,89288435.65925524
RAL,equity,89262128.5319319
R,equity,89119969.51813903
YPF,equity,89075794.02776012
ERAS,equity,88828291.84143104
EXP,equity,88690225.6162256
MGA,equity,88482802.92890498
INHD,equity,88392659.23002551
REXR,equity,88349469.24714732
CHDN,equity,88302197.41902539
VIST,equity,88103312.92751253
CACC,equity,88072186.27743837
PVH,equity,88070612.45421003
MLI,equity,88025579.67170715
BTU,equity,88009355.16811419
SLAB,equity,87854128.84917137
PRMB,equity,87827124.55592594
AIT,equity,87789144.693278
HTHT,equity,87712096.9928156
TNGX,equity,87616510.10720935
BTE,equity,87610736.56569152
HRB,equity,87494466.44233865
FCFS,equity,87466481.81843294
DNTH,equity,87404015.2152225
MIDD,equity,87374025.56999171
KEX,equity,87320904.31702973
ALKS,equity,87208947.93965977
ING,equity,86923063.22130425
G,equity,86768276.73332593
LSTR,equity,86760682.02832682
VAL,equity,86617150.98698545
TFX,equity,86613467.36801457
HLN,equity,86385749.87109251
ALV,equity,86359677.01054782
RYAAY,equity,86312523.85002494
KLIC,equity,85726899.94884118
CUBE,equity,85710254.51639754
MSGS,equity,85615658.7435518
MFC,equity,85552270.32727702
CRGY,equity,85237703.28915255
GLNG,equity,85111629.15346782
UAMY,equity,85020352.2922596
SYM,equity,84777274.4429659
COLB,equity,84573726.0165185
AMH,equity,84509537.83970648
ABEV,equity,84360597.21106197
CORT,equity,84293190.73268624
L,equity,84184230.16978905
BCE,equity,84155476.22088966
UMBF,equity,83980807.11575885
RELY,equity,83972302.84878844
FNF,equity,83608613.509193
ESE,equity,83545825.51312447
SNEX,equity,83373213.4588623
JBS,equity,83368750.61969224
CFR,equity,83254977.0502286
RNG,equity,83158720.97395271
ST,equity,83040876.23634708
PEGA,equity,82667621.962107
YOU,equity,82647017.8600669
FOX,equity,82610716.6306429
NOV,equity,82591773.99622585
HQY,equity,82396806.92234328
MORN,equity,82082014.68007347
SKM,equity,82017814.11820714
INDV,equity,82009145.69486228
ECG,equity,81952098.77511883
TEX,equity,81950061.4774212
SSB,equity,81934032.5816524
TREX,equity,81639668.49997252
ROAD,equity,81613480.64316243
FOUR,equity,81537617.7324417
LPX,equity,81507636.64996302
TM,equity,81403715.71287975
BYD,equity,81121371.90197635
LEA,equity,81028898.28299613
COGT,equity,80967659.3210203
CMC,equity,80864536.12094605
RYAN,equity,80560415.99957347
ACLS,equity,80290181.8627492
TXNM,equity,80158176.23982179
PTGX,equity,80033997.21905778
UI,equity,79986526.38399506
AN,equity,79856096.14973795
COCO,equity,79790951.02473249
LKQ,equity,79403031.96025293
POST,equity,79391577.51303461
SPCE,equity,79320393.84002097
GIL,equity,79248216.61440635
PLXS,equity,79126517.12287176
WTRG,equity,78594335.65690075
SEZL,equity,78304986.93748564
VSNT,equity,78283483.79230505
AWI,equity,78251949.59712732
INGR,equity,77882496.29035328
WTFC,equity,77718210.74660225
CAMT,equity,77580096.99354139
ASO,equity,77524222.29394823
BPOP,equity,77455826.23676921
ITGR,equity,77398418.70273797
DFTX,equity,77337939.47534375
ULS,equity,77263277.2062192
XENE,equity,77165628.15336573
LAZ,equity,77084258.57788591
TDC,equity,77075056.00999784
EGP,equity,77032007.31984681
HLNE,equity,76814439.84777412
IMO,equity,76563472.18286204
KSS,equity,76562876.64099841
EXK,equity,76505797.00817895
ACHC,equity,76455484.66530456
MSM,equity,76323057.70324878
PARR,equity,76294239.09070031
DPC,equity,76217189.25997375
RHI,equity,76131518.71317782
HYMC,equity,75979922.26353654
STNG,equity,75750160.41660488
RXT,equity,75725868.21206157
RGA,equity,75691565.70305403
LGND,equity,75660879.91430901
VKTX,equity,75655015.74576385
RYTM,equity,75527335.15752792
IOVA,equity,75358979.3891189
YUMC,equity,75272749.9571608
PCVX,equity,75151070.6300807
HMY,equity,75031489.38461821
BATL,equity,74673451.7839891
SIG,equity,74586385.31514604
MUR,equity,74548554.23107295
TTC,equity,74355119.46475494
SLS,equity,74322153.60769251
PB,equity,74306902.942003
ITRI,equity,74293808.06752948
GDS,equity,74232521.18870296
NPO,equity,74164185.82390127
NXST,equity,74120946.08960387
EXLS,equity,74019162.71686909
HRI,equity,73892144.3428236
CGON,equity,73857214.82934026
JBTM,equity,73846682.76609087
LNC,equity,73805591.85101357
IDA,equity,73765932.01523371
SMMT,equity,73723630.6721336
BRX,equity,73710290.47768055
RHP,equity,73305262.75944531
VVV,equity,73207080.81332369
DDS,equity,73145462.3078443
LRN,equity,73116064.35797404
HR,equity,72985921.32838848
DOX,equity,72940833.69457972
WRBY,equity,72584619.1894521
TU,equity,72580930.10845485
WU,equity,72397951.92347357
NVST,equity,72368481.06347461
BOX,equity,72224473.81125322
NAVN,equity,72190940.62382433
GGB,equity,71894517.28445272
HIVE,equity,71820627.47745213
ACA,equity,71715610.3878084
GTX,equity,71530055.73025504
FCN,equity,71455224.21414635
BFAM,equity,71406672.78254879
BEKE,equity,71275684.873433
DUKU,equity,71233862.92359035
NNN,equity,71191275.93202801
SEIC,equity,71129720.69776863
OLED,equity,71096575.4108419
VRNS,equity,71028383.78912705
AUGO,equity,70988411.1353852
OGE,equity,70965834.67004903
CALM,equity,70792146.3430171
CX,equity,70767372.67892167
CVCO,equity,70696353.2581418
CNR,equity,70665934.11888684
AXTA,equity,70537218.62246794
MAC,equity,70421463.3519228
VIRT,equity,70249992.41426536
HCC,equity,70196020.63283238
DK,equity,70115075.30912651
CNK,equity,69897728.18686596
ASST,equity,69870575.89485703
MTRN,equity,69860729.63012932
SRRK,equity,69729490.73238505
ICHR,equity,69685405.30297224
GXO,equity,69275858.54435676
NE,equity,69216345.91698249
SLM,equity,69182255.4339873
KYMR,equity,69146140.83640283
SHAZ,equity,69110933.16159904
NTLA,equity,68894427.79505774
UNF,equity,68797317.94838011
PSN,equity,68792533.06824641
JXN,equity,68622062.90255052
MIR,equity,68602525.31155345
NKTR,equity,68270790.40530479
MEOH,equity,68258947.48827982
CNX,equity,68229834.73688239
VECO,equity,68109966.02388482
HOG,equity,68087699.49621147
AMC,equity,68040620.94047722
YMM,equity,67715197.5942127
DX,equity,67655795.04488848
HUN,equity,67341626.11503693
IRTC,equity,67318130.2828145
NXE,equity,67275291.45322028
VOYG,equity,67254551.58869028
POWI,equity,67148924.69806857
OSIS,equity,66961202.737134695
NOG,equity,66821887.98217404
VGNT,equity,66776769.903929085
BRZE,equity,66658434.98118822
NOVT,equity,66643656.94958377
HTZ,equity,66583954.46803068
NWG,equity,66578820.59634186
RITM,equity,66532418.24195049
BMI,equity,66396338.375153296
MIAX,equity,66307591.832341395
ADT,equity,66262615.7120951
OMF,equity,66226606.050196745
GLOB,equity,66046692.88749665
BELFB,equity,65968501.52202612
BKH,equity,65937820.211804055
GPK,equity,65890000.3544352
OLN,equity,65889785.361024454
MC,equity,65790193.566427425
BZ,equity,65602315.53856345
APPF,equity,65576551.429152854
CHH,equity,65275892.90194988
OGN,equity,65132947.20478084
ESAB,equity,65105811.45862365
FLG,equity,64924438.02152282
SOC,equity,64836787.13943772
PII,equity,64822087.54996118
AROC,equity,64570180.01755648
FIVN,equity,64555535.62868872
YETI,equity,64494807.54327523
AXS,equity,64468236.90193224
MRCY,equity,64453187.66611934
PJT,equity,64434631.910862885
MAT,equity,64292455.33152262
CAI,equity,64288114.723073706
MUFG,equity,64266826.60065283
UGI,equity,64248925.6624996
NICE,equity,64068807.04032421
QURE,equity,64052974.69518268
PAA,equity,63719452.04526446
CWST,equity,63658213.04235035
GPOR,equity,63618372.915421724
CBSH,equity,63522642.855392635
WMG,equity,63421338.93436772
PENN,equity,63094054.938133806
PI,equity,62893595.15880132
FR,equity,62768193.953897834
LWLG,equity,62565577.091779485
MANE,equity,62557305.670697115
DHT,equity,62485415.477419704
AFG,equity,62409355.17452908
KBH,equity,62383051.44142382
BLLN,equity,62239051.811514445
RSI,equity,62158293.360635005
MTH,equity,61851250.806919485
TDW,equity,61667587.93381565
CECO,equity,61637111.66799307
NFG,equity,61519251.993946165
POR,equity,61506012.760653295
SEB,equity,61474812.62811895
PTON,equity,61410223.06365065
MMSI,equity,61326186.80105165
VERA,equity,61190807.46072012
PAG,equity,61172999.11854175
HWC,equity,61005212.78666238
SON,equity,60989470.0567862
OPCH,equity,60987406.680356346
FAF,equity,60840972.04986318
ATR,equity,60818600.2880795
BEAM,equity,60779176.22954228
DCI,equity,60774351.27894372
KTB,equity,60712432.792662986
SBSW,equity,60699690.40043615
ERIE,equity,60635923.341389656
THG,equity,60472648.67948594
EPRT,equity,60415683.20967062
CSTM,equity,60405116.48251699
XMTR,equity,60198581.92413626
CCC,equity,59936166.11549657
HESM,equity,59934893.55577695
BW,equity,59849666.47776176
DIOD,equity,59838168.67047048
SMG,equity,59808323.126780875
SIDU,equity,59716890.56088406
LEVI,equity,59467468.94364465
GT,equity,59369600.901644185
VNO,equity,59349395.162069276
VOD,equity,59252759.721097484
ENVA,equity,59242297.41623366
BKD,equity,59234204.1174587
KBR,equity,59117344.83736869
ORI,equity,59083896.32958937
SRPT,equity,59039771.89898938
WGS,equity,59038989.73974929
PUMP,equity,59010894.147135355
STNE,equity,58931726.42820583
COHU,equity,58901839.503775604
HAE,equity,58804230.18438224
KRG,equity,58731524.552355066
BC,equity,58589490.69304154
SAIC,equity,58567122.9782548
LEGN,equity,58558908.4197689
MRAM,equity,58558062.318311244
NTSK,equity,58256958.45328619
STWD,equity,58140537.34284231
BFH,equity,58060865.31673479
BEPC,equity,58000706.759822175
COLD,equity,57983437.056416154
WAY,equity,57864369.01507367
FSM,equity,57863828.75440323
FSS,equity,57853103.31213677
ASB,equity,57706292.97103228
PK,equity,57635689.15333887
CPRI,equity,57610198.442417845
GPI,equity,57583949.23799038
VC,equity,57483246.354171045
XNDU,equity,57458537.75192373
STEP,equity,57421916.676487714
AVEX,equity,57204219.463637024
WSC,equity,57060457.681134984
SAIL,equity,56983421.72320768
RYN,equity,56945854.455923155
VNET,equity,56906485.24497064
IOND,equity,56846026.5730114
BKSY,equity,56845735.46445539
LI,equity,56712420.41562563
OZK,equity,56691375.84874497
BRBR,equity,56632006.79623345
RXRX,equity,56318838.7524138
GMAB,equity,56318098.1228255
NESR,equity,56255405.64942604
FMX,equity,56246549.02092326
XRAY,equity,56238804.75222045
RARE,equity,56175015.5881463
BANC,equity,56160823.81163031
LOAR,equity,56132990.849836245
BDC,equity,56054377.88964915
KRC,equity,55950305.24243969
THO,equity,55924798.64307013
TNL,equity,55766298.775278196
ELVN,equity,55698401.17548719
AESI,equity,55695369.37213141
SWMR,equity,55497599.018736176
CC,equity,55442793.85973189
BILI,equity,55427013.13898183
ARR,equity,55317467.45358584
AIR,equity,55245920.29892618
STUB,equity,54987378.5781635
SSD,equity,54893324.51142245
LIVN,equity,54705110.30058359
PBA,equity,54677203.17113447
EBC,equity,54676322.45834121
MMYT,equity,54569799.44877744
SKY,equity,54491250.78607547
GNTX,equity,54434354.64897731
ATMU,equity,54383851.007174075
SATL,equity,54360848.021077
PRI,equity,54057896.88926945
MBLY,equity,53975972.46546605
SLF,equity,53719913.08081759
ASTC,equity,53649384.41971157
WT,equity,53617075.017541945
STAG,equity,53577109.47684428
AM,equity,53519935.8856439
SBET,equity,53396857.90030514
NCNO,equity,53346553.15731903
BCO,equity,53311194.011023946
GTES,equity,52985111.04326092
CRC,equity,52956160.612472534
WYFI,equity,52857690.965572
IPGP,equity,52847963.956234455
MATX,equity,52724075.3240664
TAK,equity,52663466.81344071
WK,equity,52641261.866910756
AI,equity,52574348.81834224
AMR,equity,52562694.96381479
SLG,equity,52558333.54389191
NNE,equity,52520854.43893796
FLO,equity,52431307.21019362
UAA,equity,52382361.99096525
MRX,equity,52164709.56391072
SXI,equity,52163239.20285247
VCYT,equity,52159912.51008148
YSS,equity,52149250.772119716
MWH,equity,52114546.39903495
SBRA,equity,52086241.63374095
PGY,equity,52064469.78940742
ABG,equity,52053412.02247797
RLAY,equity,51834502.891582996
SHC,equity,51518693.67365509
GGAL,equity,51498365.88225135
ASH,equity,51395585.67787975
TPC,equity,51277558.08334995
RDNT,equity,51271345.87364328
BAND,equity,51113753.410751104
KD,equity,50997965.544163845
SPY,etf,41915755323.59519
QQQ,etf,31148533826.286694
IWM,etf,8078524720.141751
IVV,etf,5575395071.697994
VOO,etf,5535178356.237841
SMH,etf,5413968912.990148
SOXX,etf,4406946639.34324
GLD,etf,3823524400.8999405
EWY,etf,3562123538.359384
LQD,etf,3493330269.082357
HYG,etf,3235486081.46892
DRAM,etf,2603681406.8582683
TLT,etf,2489431364.1194105
DIA,etf,2433928511.242938
XLE,etf,2329666285.5082
USO,etf,2324104147.0416
GDX,etf,2115496807.917514
RSP,etf,2111050150.9763193
SGOV,etf,2015332344.1558998
XLF,etf,2008371869.8504357
XLK,etf,1989554337.6813056
EEM,etf,1906905752.5618932
IBIT,etf,1871836798.4956248
IGV,etf,1743259894.9348893
XLV,etf,1649966532.82072
SLV,etf,1615151692.62073
XLI,etf,1564062436.3654828
EFA,etf,1559434264.77347
BITO,etf,1513683897.4927845
VTI,etf,1353100913.975909
XBI,etf,1267575040.7793713
UCBG,etf,1249876815.704956
SPYM,etf,1151838186.913468
XLP,etf,1071625168.0385056
IEFA,etf,1050365036.0507274
QQQM,etf,1042152951.8729059
KRE,etf,1033111571.3860117
IEMG,etf,1032375697.663618
XLU,etf,971114625.5243036
EWZ,etf,965019455.5750153
BIL,etf,962536617.044611
XLY,etf,956774703.6459209
FXI,etf,934221472.4396769
AGG,etf,880596344.0202197
VEA,etf,877587421.764944
VCIT,etf,850418788.2322402
IWF,etf,780564811.1748163
IEF,etf,767561241.5485326
EMB,etf,727464686.3084884
SCHD,etf,714050603.4714562
XLC,etf,693233146.0824301
XOP,etf,690495023.7513579
VTV,etf,681601717.1610265
IJH,etf,665676556.3221587
KWEB,etf,660901945.5764652
IAU,etf,644826959.9901515
VUG,etf,644710381.4459418
GDXJ,etf,632756567.4825333
XLB,etf,629044843.8079162
IYR,etf,607390641.5674186
IJR,etf,592750505.9084888
BND,etf,591176760.534928
EWJ,etf,587096749.8624824
IWD,etf,583436392.7465181
ARKK,etf,577961166.1101106
ACWI,etf,573090455.3368336
EWT,etf,569619764.8677777
MDY,etf,545084422.8240097
VT,etf,530580536.58796906
VXUS,etf,525560224.3648114
VWO,etf,515205395.10109705
ETHA,etf,510598271.2710287
VGT,etf,491692452.03029716
USHY,etf,488621605.76562804
ITOT,etf,477443367.8992967
GLDM,etf,443780350.65034115
XRT,etf,427722631.8102332
SCHX,etf,415025507.0938303
MUB,etf,411047411.6704131
MTUM,etf,395461139.8736071
SCHG,etf,392385020.5235336
JEPQ,etf,387381078.0670309
SPYG,etf,381805769.49977005
JNK,etf,379975763.573452
VCLT,etf,374513505.9810293
VTEB,etf,370390432.15534544
IWB,etf,370104854.26881
VCSH,etf,366260607.9231075
SH,etf,363769366.5015669
IVW,etf,362757441.82343733
INDA,etf,347641092.61024123
QUAL,etf,336887184.9625775
SHY,etf,332141065.291277
VNQ,etf,313648800.30723494
EFV,etf,310165026.3256358
QQQI,etf,309294975.05870044
COPX,etf,306644565.0060976
SHV,etf,301788097.1696827
BOXX,etf,289723363.6307178
RWM,etf,289304503.90136015
JEPI,etf,288844942.7503411
SPMO,etf,284791510.6141646
EMXC,etf,282792212.46018314
VTWO,etf,282039037.6138259
IBB,etf,280981611.4044426
JAAA,etf,276707010.49546826
OEF,etf,275559062.65055656
VGK,etf,269033546.88337535
MAGS,etf,262003896.8875018
SPIB,etf,260871900.86591926
VIG,etf,260552168.81686306
USFR,etf,259772624.43101573
XLRE,etf,259049849.63065568
FBTC,etf,257527339.6214182
PSQ,etf,257047687.69248244
GOVT,etf,251738338.08764786
XME,etf,251463544.66391182
SCHB,etf,249627772.9905707
IWR,etf,246178839.130713
IYW,etf,241961450.86713687
XHB,etf,241296315.77669838
SCHF,etf,240891041.2317583
VEU,etf,240042124.317666
VGSH,etf,236258805.25827667
BKLN,etf,232081618.9839459
TIP,etf,227428154.2348356
BNDX,etf,222336157.73964956
VO,etf,222128244.3800638
IVE,etf,221552537.04505152
VLUE,etf,220011573.63349465
USMV,etf,219967193.99702412
DYNF,etf,218977735.9214416
VONG,etf,215637651.8143679
MBB,etf,215142207.70538485
ITA,etf,213665357.64795205
VGIT,etf,212152989.67585444
ITB,etf,212015080.95094174
BNO,etf,211785231.46794856
PSLV,etf,210740690.35782394
IUSB,etf,209204748.1408248
VYM,etf,205397644.22771248
BSV,etf,202440679.60514206
IXUS,etf,200029790.46690536
VBIL,etf,193865407.11093414
SPLV,etf,191682049.20031154
IEI,etf,191141341.0006151
SOXQ,etf,189106021.266561
SPDW,etf,188203178.1652004
IQMM,etf,182236454.86518428
CGDV,etf,178812205.16428843
EFG,etf,177868861.5261417
MCHI,etf,177469288.94608974
URA,etf,175675185.40014103
VB,etf,173339984.55660063
IGSB,etf,172682947.0198736
AVEM,etf,171684510.92165327
SPYI,etf,170566535.09741387
ACWX,etf,165747637.8078928
SPYV,etf,163237197.10012373
ASHR,etf,161809751.83953515
SPTL,etf,161602102.29593086
IWO,etf,160789605.83281288
SCHH,etf,160484899.8941254
URTH,etf,160259164.96565944
MINT,etf,159113859.57114658
BAI,etf,158720370.4052481
OIH,etf,155100327.0954268
SIL,etf,151274710.71382618
KBWB,etf,149729226.85619774
IGIB,etf,147286743.10281196
AVUV,etf,145988802.99112478
PHYS,etf,143472823.62943912
PDBC,etf,143287842.4287842
IWN,etf,142985919.13438615
MGK,etf,142596455.3511278
SILJ,etf,142361558.90400136
IAUM,etf,141028738.44103968
IDEV,etf,139152084.06836978
NASA,etf,138501093.80296847
IHI,etf,138487194.35462746
SPHQ,etf,135921551.38815975
VDE,etf,134575638.27529553
SGOL,etf,134390654.56937656
AVLV,etf,134203778.45384724
BIV,etf,133923700.78899145
BBJP,etf,133578780.60893297
SPMD,etf,133288312.74746491
CIBR,etf,131333964.81470227
SCZ,etf,131145500.67621571
TLH,etf,130364949.75167622
XLG,etf,130034733.77557857
CGGR,etf,129732088.77123249
SCHV,etf,129496669.60862276
DGRO,etf,129439982.47471261
FBND,etf,129413075.93254039
SPHY,etf,129139262.73007613
KBE,etf,126240634.45817253
GRID,etf,126088307.9725777
AIQ,etf,125694810.89962633
GBTC,etf,124554384.33600315
FNDX,etf,123770760.05435295
VTIP,etf,123735318.16702685
SPEM,etf,123731012.37239598
BINC,etf,122163472.82840404
USIG,etf,121911289.73943329
IUSG,etf,121508576.9326768
IWP,etf,121481339.65440215
VGLT,etf,121203319.54891755
EWC,etf,120315827.10334645
IWY,etf,119953139.18215871
SPSB,etf,118356248.42432085
VOOG,etf,118309944.0758676
ICLN,etf,117859747.88474146
SCHP,etf,115993049.03008601
SIVR,etf,115865764.64242202
FEZ,etf,114894288.62529476
SHLD,etf,114621703.31710455
ARKG,etf,114437906.06011122
SRLN,etf,113815799.02857329
QYLD,etf,112773827.98560306
EWW,etf,112032556.60268831
FDN,etf,111999055.9462091
STIP,etf,111996875.34941266
VV,etf,110992786.50918177
HDV,etf,109588559.25698964
JETS,etf,106276278.77709079
SPSM,etf,106241393.59339406
VONV,etf,105101452.09550846
SCHE,etf,103311703.61388811
UNG,etf,102473491.49635929
ILF,etf,101054880.26326646
VYMI,etf,100363086.81534109
TBIL,etf,100120227.00140795
DFAC,etf,100110427.30560113
PAAA,etf,100074960.242841
PYLD,etf,99268565.25492087
VXF,etf,98608424.26704536
IWV,etf,98368067.84033062
SCHO,etf,97546145.92905273
AVDE,etf,96618373.39762458
SVXY,etf,96093025.90956356
PAVE,etf,95920434.79428716
VIXY,etf,95826548.19550554
CWB,etf,95754176.92130096
IEUR,etf,95381063.69238755
EZU,etf,94233738.16828918
FTEC,etf,93758346.86047792
PFF,etf,93587333.25769906
MOAT,etf,93197807.50929509
RDVY,etf,91968494.28334767
FLOT,etf,91083300.21698649
IGLB,etf,90176463.00893426
IUSV,etf,88182522.5976792
JCPB,etf,88146881.1296104
VPL,etf,87979708.3629898
AIRR,etf,87321754.08614947
EWH,etf,87227634.50007147
AVDV,etf,85367515.24522193
EWA,etf,85333427.00209238
AAAU,etf,85029225.66896874
IGM,etf,85020278.88204625
REMX,etf,84962248.56260765
AAXJ,etf,84917211.48178047
ICVT,etf,82917268.51909135
IYE,etf,82110789.30550805
SPLB,etf,81791217.67332372
IAGG,etf,81318991.21739696
DOG,etf,81302414.40627643
VFH,etf,80015473.9623432
PVAL,etf,79940207.03415096
FNDF,etf,79709541.82343966
TFLO,etf,79126461.68263268
SPAB,etf,78783550.40815316
SCHA,etf,78535800.67854366
EMLC,etf,78080238.81402065
CORO,etf,77508282.96127284
KIE,etf,77148335.59862217
QTUM,etf,76930780.00589871
EWU,etf,76293735.162585
EDV,etf,76159024.87578538
VBK,etf,75756438.35013503
IQLT,etf,75337268.22736683
IWS,etf,75303218.88201076
AMLP,etf,74575317.44489895
TAN,etf,74190709.52167706
SJNK,etf,74069237.85257041
ESGU,etf,73800827.91419722
FENY,etf,73639668.29225212
GBIL,etf,73126886.95277458
DGRW,etf,72715674.49660003
COWZ,etf,72162112.00449218
BTC,etf,71945472.43647736
GPIQ,etf,71268427.97066966
BITB,etf,70925908.83918987
QTEC,etf,70029992.07856171
DFIV,etf,69887572.35908142
SCHR,etf,69179530.92076902
NOBL,etf,68921256.08017766
REET,etf,68714572.42105255
DFUS,etf,68424131.14178538
SPTI,etf,68230020.43255645
VBR,etf,67791722.75393392
EWG,etf,67425850.04945433
XOVR,etf,66890496.69647126
ETH,etf,65839803.07185623
DVY,etf,65569332.59341644
DFAI,etf,65496777.13009123
VMBS,etf,65427610.80499816
VHT,etf,65112696.84063011
AIA,etf,63568847.85382435
LYTE,etf,63412569.966092065
IYT,etf,62339777.676976874
SPTM,etf,62279837.41444409
XAR,etf,62072502.81495631
JPIE,etf,61833504.93856362
IALT,etf,60685787.564213954
VOT,etf,60358087.49984717
CQQQ,etf,60315086.036379494
IYZ,etf,59971932.62184202
DFAR,etf,59742619.7431892
THRO,etf,59720990.002398886
ARKB,etf,59720581.83142755
SHYG,etf,59581894.68289256
XMMO,etf,58988719.76266906
SCHI,etf,58787340.609146826
SPYD,etf,58236144.6100122
